Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSG00000148444,COMMD3,Gene Expression,0.011382231138591931,0.00015939015825794378,0.0002535229550671467,7155,0.5924248003197641,5125
ENSG00000143590,EFNA3,Gene Expression,0.011377441924966576,0.000158824822162007,0.000252668226064915,1122,0.09236307938352302,1043
ENSG00000165923,AGBL2,Gene Expression,0.011375642378719292,0.00015995374097754755,0.0002543969849241534,1663,0.13356838552169129,1509
ENSG00000182040,USH1G,Gene Expression,0.011374757143471855,0.00015433694564759293,0.0002458099842138701,365,0.03347302443980059,357
ENSG00000130876,SLC7A10,Gene Expression,0.011374247030690917,0.00015097494092120023,0.00024064627800857155,209,0.020610189294624146,205
ENSG00000162367,TAL1,Gene Expression,0.01136589193472732,0.0001591612381530716,0.00025318112617200904,477,0.04452006782084521,461
ENSG00000018610,CXorf56,Gene Expression,0.011363548059629238,0.00016340309512741236,0.00025981437221552395,8014,0.6600364963620485,5595
ENSG00000172482,AGXT,Gene Expression,0.01135951713933567,0.0001353934773802301,0.00021636373421627116,71,0.007071630906965363,71
ENSG00000124659,TBCC,Gene Expression,0.011359312604872596,0.00016430541329848225,0.0002612260900035438,7989,0.6580251767229417,5471
ENSG00000187699,C2orf88,Gene Expression,0.011358202229831683,0.00016209874411554637,0.0002577857954078338,686,0.05924891722541778,644
ENSG00000142867,BCL10,Gene Expression,0.011357542864430976,0.00016468836198435532,0.0002618118962427693,7718,0.6435940537460877,5397
ENSG00000072609,CHFR,Gene Expression,0.011355384775728481,0.0001651901769488262,0.00026256345067631425,9828,0.818029307081517,6352
ENSG00000117226,GBP3,Gene Expression,0.011351223745697437,0.00016539419941929978,0.0002628414942222804,1930,0.1703126225833324,1758
ENSG00000187210,GCNT1,Gene Expression,0.011351007296991964,0.0001632608782407008,0.00025961108940695437,774,0.07037411258047323,739
ENSG00000029559,IBSP,Gene Expression,0.011349399636758718,0.00015807394599631763,0.00025149582902240586,266,0.02239404615822267,248
ENSG00000144554,FANCD2,Gene Expression,0.01134833248653253,0.00016527618521422482,0.00026267705080797155,1016,0.07812045784327423,950
ENSG00000070950,RAD18,Gene Expression,0.01134684851748536,0.0001666653364307269,0.00026483826963035834,3058,0.248457527529207,2642
ENSG00000178177,LCORL,Gene Expression,0.011332205166842071,0.00017007474589658678,0.0002701846829264486,3911,0.32148755857857786,3261
ENSG00000172007,RAB33B,Gene Expression,0.011328450783422208,0.0001711158802386592,0.0002717908614655708,7989,0.6579001928608845,5500
ENSG00000184601,C14orf180,Gene Expression,0.011327429496015866,0.00015693725640653078,0.00024975332799098156,209,0.019721404150311803,208
ENSG00000198890,PRMT6,Gene Expression,0.011323899476632452,0.00017193204362042636,0.00027303920690608925,3940,0.3231902490130682,3258
ENSG00000186442,KRT3,Gene Expression,0.011319690103805638,0.0001569142202992868,0.00024975332799098156,179,0.018309848180299723,178
ENSG00000173465,ZNRD2,Gene Expression,0.011318550942975616,0.00017335650516514534,0.0002752529606176635,7369,0.5998828169488949,5196
ENSG00000071626,DAZAP1,Gene Expression,0.011316569677367995,0.00017382697346590703,0.0002759514657841745,9967,0.8102287198134724,6350
ENSG00000103550,KNOP1,Gene Expression,0.011313300675121719,0.00017444192477089615,0.00027685947089285884,4972,0.4126177432931156,3931
ENSG00000284024,HSPA14,Gene Expression,0.011312273915308433,0.00017444490985196737,0.00027685947089285884,2889,0.23773465384016393,2500
ENSG00000275004,ZNF280B,Gene Expression,0.011312197947548378,0.00017349708609493142,0.00027545196807392285,1288,0.10668405498165187,1199
ENSG00000180425,C11orf71,Gene Expression,0.011305601154106953,0.0001763275541728504,0.0002797491067125502,7414,0.6164802630880118,5376
ENSG00000070031,SCT,Gene Expression,0.011305411770038685,0.00017494876072632337,0.00027763474069593684,1247,0.09848974387791318,1141
ENSG00000205903,ZNF316,Gene Expression,0.011304364327091747,0.00017667901911044837,0.00028028210678724243,13408,1.1129611143577673,7640
ENSG00000120656,TAF12,Gene Expression,0.011296820165870157,0.0001783641432835381,0.0002829305333149197,7188,0.5844003040249057,5149
ENSG00000284395,AL032819.3,Gene Expression,0.011287450836795943,0.00016827588061385512,0.00026735046925276953,252,0.02471629428298364,249
ENSG00000145642,SHISAL2B,Gene Expression,0.01128553380789196,0.00016763402767261404,0.00026635413700461333,241,0.022766243740258926,240
ENSG00000182208,MOB2,Gene Expression,0.011283596219220435,0.00018155444715239888,0.0002879153331224061,11034,0.924175552823516,6847
ENSG00000141469,SLC14A1,Gene Expression,0.011281649088223244,0.00017417539439579244,0.00027648029529452463,325,0.03189285586933214,310
ENSG00000188032,C19orf67,Gene Expression,0.011277570441612922,0.00015676094018690634,0.00024953866868445166,132,0.013545750268106834,131
ENSG00000019485,PRDM11,Gene Expression,0.011276504524879763,0.000182987141337021,0.0002901618830029515,4253,0.34985860429221766,3455
ENSG00000255423,EBLN2,Gene Expression,0.0112751019655414,0.00018330860937409987,0.00029064612695512554,3728,0.2954722709454161,3076
ENSG00000137502,RAB30,Gene Expression,0.011274302633664768,0.0001836559698251694,0.0002911713362087379,5641,0.45035043730628344,4264
ENSG00000158402,CDC25C,Gene Expression,0.011274210547850338,0.00017993957117279358,0.0002853794533065222,635,0.049720684923543104,595
ENSG00000160570,DEDD2,Gene Expression,0.011271770572355804,0.00018421141923807838,0.00029202633218221075,5305,0.4361090966887304,4096
ENSG00000145220,LYAR,Gene Expression,0.011266682210878001,0.00018550779391590666,0.0002940298533567121,5823,0.471734959614237,4437
ENSG00000122986,HVCN1,Gene Expression,0.011266109495047033,0.00018572771753344597,0.00029435261188596047,8438,0.7099222167966144,5743
ENSG00000198874,TYW1,Gene Expression,0.011262858306942833,0.0001860731574843122,0.0002948225081185581,2676,0.21362232470513956,2336
ENSG00000143318,CASQ1,Gene Expression,0.011262582390446719,0.00017850686271958516,0.00028313206658007236,346,0.03243682238107566,338
ENSG00000178226,PRSS36,Gene Expression,0.011259825382569772,0.0001847730510131651,0.0002928909780469234,931,0.08435832982822347,876
ENSG00000129315,CCNT1,Gene Expression,0.011258889676863315,0.00018745618228854788,0.0002969877911242237,7114,0.5689291370222984,4994
ENSG00000247746,USP51,Gene Expression,0.011257388030934661,0.00018754604569792832,0.00029710411184603424,3382,0.27201237840583986,2835
ENSG00000099917,MED15,Gene Expression,0.011254451580946914,0.0001886135915369902,0.0002987690878830434,13064,1.0804423947490045,7447
ENSG00000133124,IRS4,Gene Expression,0.011251434345774565,0.00017144094826759826,0.0002722832463959948,158,0.01682291307699656,156
ENSG00000101138,CSTF1,Gene Expression,0.011250000514547125,0.0001896627676720719,0.00030040467646096314,7835,0.6388254390749497,5447
ENSG00000121053,EPX,Gene Expression,0.011248134529042044,0.0001708729080711624,0.0002714287978846447,162,0.015017671497975709,162
ENSG00000147099,HDAC8,Gene Expression,0.011242285444665746,0.00019162497113289767,0.0003034327932171,8852,0.7177960192588833,5889
ENSG00000165233,CARD19,Gene Expression,0.011240970709814783,0.00019188863759600494,0.0003038236761936745,6954,0.5842651489765341,5094
ENSG00000058056,USP13,Gene Expression,0.011240498911809511,0.00019192832532044513,0.00030385988874223456,5039,0.4097205009304925,3925
ENSG00000120334,CENPL,Gene Expression,0.01124011113414893,0.00019162151255569526,0.0003034327932171,2484,0.19676635633637524,2165
ENSG00000205765,C5orf51,Gene Expression,0.011237885328764588,0.00019267967481595427,0.0003050226953083475,7285,0.5975169273813821,5179
ENSG00000163395,IGFN1,Gene Expression,0.011237080519354178,0.00017272474889007405,0.00027427396851171,161,0.01568447838910854,158
ENSG00000258659,TRIM34,Gene Expression,0.011236078496436472,0.00019285473041974477,0.0003052730726197432,3658,0.29633221119251674,3069
ENSG00000111364,DDX55,Gene Expression,0.011235446568642594,0.00019329626645325781,0.00030594518557672696,6978,0.5605118564652684,5045
ENSG00000175489,LRRC25,Gene Expression,0.011232487805799725,0.0001935904007117628,0.00030638389686089536,2706,0.2320449684275178,2360
ENSG00000168903,BTNL3,Gene Expression,0.011231493853578365,0.00017600000302264718,0.0002792784802508309,183,0.017427682449293755,181
ENSG00000214216,IQCJ,Gene Expression,0.011226939709858613,0.00018586193264558126,0.0002945394896485711,339,0.0339372389823289,332
ENSG00000171824,EXOSC10,Gene Expression,0.011226218535204776,0.00019566693454020623,0.0003096160644721067,8567,0.7171787063568582,5822
ENSG00000171509,RXFP1,Gene Expression,0.011225851725282584,0.00019065336599388694,0.00030194720572736814,409,0.038860256924908666,400
ENSG00000176155,CCDC57,Gene Expression,0.011219040776291725,0.0001970218007183444,0.00031173265474428765,2847,0.23476061929541478,2508
ENSG00000099949,LZTR1,Gene Expression,0.011218124350539219,0.00019763332971356462,0.0003126728512909902,5960,0.5180049823365518,4564
ENSG00000185359,HGS,Gene Expression,0.011216199470161952,0.00019827673386574318,0.00031363175535340757,18530,1.5286122667593183,8780
ENSG00000103671,TRIP4,Gene Expression,0.011216043863078715,0.00019826483269524964,0.00031363175535340757,7405,0.6073293206956721,5242
ENSG00000169609,C15orf40,Gene Expression,0.01121496810153672,0.00019843776154537807,0.0003138356160493161,5039,0.40241694889582746,3943
ENSG00000112183,RBM24,Gene Expression,0.011211130796113696,0.0001982915033016397,0.00031363175535340757,1355,0.11484753530095017,1263
ENSG00000185100,ADSSL1,Gene Expression,0.011205832455548665,0.00020073215628757524,0.0003174087102441758,4288,0.3498847864975601,3432
ENSG00000067334,DNTTIP2,Gene Expression,0.011201692251214437,0.00020200930894431757,0.0003193443747432086,8244,0.691013575953546,5644
ENSG00000169906,S100G,Gene Expression,0.01119884688038036,0.00017623689113577257,0.00027962981962875613,99,0.009286066840361559,99
ENSG00000185863,TMEM210,Gene Expression,0.011196283984683827,0.00016518342698845778,0.00026256345067631425,91,0.009422476591741204,90
ENSG00000171307,ZDHHC16,Gene Expression,0.011196203798330003,0.00020346729992248846,0.0003215648248315791,8161,0.6751986341169506,5641
ENSG00000162040,HS3ST6,Gene Expression,0.01118538222921528,0.0001860203757189094,0.0002947647258497741,161,0.015552794604074171,158
ENSG00000110172,CHORDC1,Gene Expression,0.011185222542450435,0.0002055797233624368,0.00032487493628090524,1985,0.16402390046408652,1786
ENSG00000100393,EP300,Gene Expression,0.011185199697920513,0.0002064361304754403,0.0003261997762624163,19472,1.6270894864780527,9044
ENSG00000066735,KIF26A,Gene Expression,0.01118114918516279,0.00020107902000332523,0.00031790154978039053,459,0.04344238707797601,447
ENSG00000125735,TNFSF14,Gene Expression,0.011180605434555757,0.0001996608632479635,0.0003157423541070762,363,0.03510053119294829,352
ENSG00000140396,NCOA2,Gene Expression,0.011180336444972504,0.00020769982657187214,0.00032816790541510647,8944,0.7461753444127073,5993
ENSG00000101557,USP14,Gene Expression,0.011179175333380092,0.00020808287915086154,0.00032874438606076046,13138,1.0850770416353521,7463
ENSG00000146587,RBAK,Gene Expression,0.011172749659750032,0.00020963963150144593,0.00033114594821222367,4792,0.3891589170020664,3826
ENSG00000052723,SIKE1,Gene Expression,0.011171784351169544,0.00021003572171029994,0.0003317136138085316,8815,0.7346664288789365,5917
ENSG00000173641,HSPB7,Gene Expression,0.011170661387634498,0.00020971124742796832,0.00033123011623915725,2482,0.20999154655442676,2163
ENSG00000153993,SEMA3D,Gene Expression,0.011170223771520525,0.00020869625223052246,0.0003296846110817722,995,0.08280431598735985,937
ENSG00000185420,SMYD3,Gene Expression,0.011168883201926917,0.00021030339025696065,0.0003321073202720697,2690,0.22024059463050624,2322
ENSG00000134815,DHX34,Gene Expression,0.011168787656957264,0.00021047375160287984,0.00033234730557654777,3046,0.24704567742050876,2644
ENSG00000183431,SF3A3,Gene Expression,0.01116464517884106,0.00021197069418721348,0.00033468179598643484,7254,0.6021328119587731,5201
ENSG00000236320,SLFN14,Gene Expression,0.011163250102602803,0.00019534339108462362,0.0003091311730169963,232,0.022598295575780813,231
ENSG00000081985,IL12RB2,Gene Expression,0.011162158778173604,0.00020092932743098757,0.0003176926861524776,206,0.02051629201977443,200
ENSG00000180891,CUEDC1,Gene Expression,0.011158550201074903,0.00021373107166611227,0.00033740230071072715,11250,0.9179469856663685,6831
ENSG00000119599,DCAF4,Gene Expression,0.011156353595633503,0.00021397279085366705,0.00033775437738577005,3432,0.27405213975154996,2878
ENSG00000283644,ETDC,Gene Expression,0.01115592853358745,0.0001312108193083361,0.0002099954202021546,36,0.0036772380228188074,36
ENSG00000088727,KIF9,Gene Expression,0.011153604472872761,0.0002147256695399502,0.00033888358135359943,3456,0.27971924579099255,2890
ENSG00000081026,MAGI3,Gene Expression,0.0111521228608639,0.0002146763641770466,0.0003388353620121467,2074,0.17306874695119434,1862
ENSG00000128585,MKLN1,Gene Expression,0.011147580953858708,0.00021679280622111108,0.0003421160886994984,17947,1.4670049053587957,8617
ENSG00000158796,DEDD,Gene Expression,0.011146331311434905,0.00021715543189260167,0.0003426584140133979,13702,1.116494427990101,7632
ENSG00000145780,FEM1C,Gene Expression,0.011145961850392617,0.00021718905125478472,0.00034268153747142024,7940,0.6519686307588387,5513
ENSG00000174498,IGDCC3,Gene Expression,0.011145443655944137,0.00020336868758974447,0.0003214370902780872,240,0.02344248883601682,237
ENSG00000174899,SLC66A1L,Gene Expression,0.011136253654412162,0.00020235004330526607,0.0003198550373968028,261,0.02641476141695979,259
ENSG00000142396,ERVK3-1,Gene Expression,0.011133890737771096,0.00021857272116831972,0.00034483458471931976,1067,0.08902173063214333,1005
ENSG00000180096,SEPTIN1,Gene Expression,0.011132133732366914,0.00021978922537368994,0.00034672354751852656,1652,0.1445457538980689,1526
ENSG00000244165,P2RY11,Gene Expression,0.011129329861279302,0.0002217715115455654,0.00034978958119036497,4804,0.40023067973142784,3812
ENSG00000156860,FBRS,Gene Expression,0.011113407114326757,0.00022661783231292532,0.00035740225295123043,13679,1.1328606351397337,7672
ENSG00000196233,LCOR,Gene Expression,0.011111116531527557,0.0002272421892399734,0.0003583556569538383,9701,0.8232089206167719,6333
ENSG00000124780,KCNK17,Gene Expression,0.01110644743504196,0.0002203896777037695,0.0003476404265761162,423,0.04060787208131152,415
ENSG00000120280,CXorf21,Gene Expression,0.011105282509176667,0.0002277249042399454,0.0003590855480156709,1785,0.15914116013946636,1617
ENSG00000172869,DMXL1,Gene Expression,0.011102861363556395,0.0002297123342605012,0.00036215619647090094,10781,0.8771201937122842,6707
ENSG00000102178,UBL4A,Gene Expression,0.01110016717017153,0.00022956213801372805,0.00036195098357504817,2056,0.17643430420133452,1869
ENSG00000198113,TOR4A,Gene Expression,0.011095449273413186,0.00023111400973507834,0.0003642706770676143,2305,0.19468763646086992,2067
ENSG00000155099,PIP4P2,Gene Expression,0.011094659675238042,0.00023212797248417516,0.00036583692410087755,8957,0.7289318043324892,5949
ENSG00000135378,PRRG4,Gene Expression,0.011091110041249493,0.00023235317699588087,0.0003661599123616406,2027,0.16435665082738155,1801
ENSG00000008283,CYB561,Gene Expression,0.011085595215176366,0.00023480206851766994,0.00036995453226768205,6833,0.5600123782165417,4940
ENSG00000162999,DUSP19,Gene Expression,0.011083719744148679,0.00023489437662660428,0.00037006770348470774,3141,0.25492381701958183,2674
ENSG00000100483,VCPKMT,Gene Expression,0.011080863631002106,0.0002360564282737343,0.00037186605078274676,4463,0.3729047001756616,3623
ENSG00000144559,TAMM41,Gene Expression,0.011078470770361669,0.00023699196008974965,0.0003732421970593294,7508,0.6105285382148737,5261
ENSG00000034533,ASTE1,Gene Expression,0.011075582349956939,0.00023729128674254696,0.0003736810406267284,2783,0.22941953971127022,2404
ENSG00000104848,KCNA7,Gene Expression,0.011061549417169565,0.00021308930018748562,0.00033641857274684816,151,0.015241126618475948,148
ENSG00000075702,WDR62,Gene Expression,0.011060505433926246,0.00023945057842866824,0.00037698287894289507,733,0.058038869365077995,695
ENSG00000131116,ZNF428,Gene Expression,0.011055757753228031,0.00024410573616817643,0.000384278319116813,17803,1.4657932044866067,8670
ENSG00000149503,INCENP,Gene Expression,0.01105461937305206,0.00024421372487326565,0.00038441482661686884,5014,0.41828417877009666,3952
ENSG00000141127,PRPSAP2,Gene Expression,0.011052297779551124,0.0002449756767832767,0.0003855806187976504,5772,0.47292844223103553,4361
ENSG00000110442,COMMD9,Gene Expression,0.011050152836423115,0.0002458341463758007,0.000386898109125019,8680,0.7228744859539914,5887
ENSG00000153266,FEZF2,Gene Expression,0.011047311693827047,0.00023092404071234363,0.00036400300895327026,272,0.030017104448727978,264
ENSG00000087157,PGS1,Gene Expression,0.01104679987963937,0.00024691910673624307,0.0003885379552048398,10241,0.842446926150946,6449
ENSG00000112877,CEP72,Gene Expression,0.011039483088786037,0.0002487069829633093,0.0003912831062397941,2989,0.23932749096887823,2551
ENSG00000103876,FAH,Gene Expression,0.011037222356974928,0.00024983597014660575,0.0003930250865905467,5913,0.4859930904752091,4406
ENSG00000266967,AARSD1,Gene Expression,0.011036160480265999,0.00025029915284568993,0.0003937194561477123,8182,0.665154359804127,5670
ENSG00000173085,COQ2,Gene Expression,0.011034624421438807,0.0002505385051925213,0.00039406165131647517,4419,0.35599724358798907,3544
ENSG00000123685,BATF3,Gene Expression,0.011029503923686677,0.0002508727811558753,0.0003945530753508148,1470,0.13150238633334288,1360
ENSG00000177182,CLVS1,Gene Expression,0.011021321845045666,0.0002388574324900805,0.00037608181837428236,148,0.012910429660025308,142
ENSG00000277972,CISD3,Gene Expression,0.011021193114348848,0.000255150642624713,0.00040114130005968325,8204,0.6737562256199008,5693
ENSG00000145241,CENPC,Gene Expression,0.011019181215243949,0.000255746856100858,0.0004020086944659768,6370,0.5140156028199202,4720
ENSG00000074966,TXK,Gene Expression,0.011019176438091508,0.00025270907124275155,0.00039740645851046803,864,0.06970876223781294,820
ENSG00000172016,REG3A,Gene Expression,0.01101720874246682,0.0002366537323452711,0.00037274200573105855,180,0.016456699710906218,177
ENSG00000100258,LMF2,Gene Expression,0.011016483702012327,0.00025670955970080733,0.0004034517730046001,8565,0.7128408021857213,5834
ENSG00000166900,STX3,Gene Expression,0.011005233553822779,0.00026029936882454585,0.0004089868952426712,6392,0.5484942932514569,4756
ENSG00000169131,ZNF354A,Gene Expression,0.011003730365303502,0.0002605531077504164,0.0004093499786055364,3862,0.31805074567828184,3159
ENSG00000253313,C1orf210,Gene Expression,0.011001278466586193,0.00023047926596397872,0.0003633336116474552,129,0.01357801304396788,128
ENSG00000090402,SI,Gene Expression,0.0110010784259233,0.00023310326063175069,0.0003673099168357115,152,0.016246178604097362,151
ENSG00000161647,MPP3,Gene Expression,0.010998720012784272,0.0002612232027112693,0.0004103670709259194,1547,0.13006263297548065,1411
ENSG00000170381,SEMA3E,Gene Expression,0.010995058400180882,0.00025565393971205275,0.00040189760193640867,373,0.03296483010436669,358
ENSG00000125910,S1PR4,Gene Expression,0.010994185129562272,0.00025601863589019835,0.00040240089873869124,431,0.04208687996712865,417
ENSG00000173041,ZNF680,Gene Expression,0.010993272470735317,0.0002644309275825485,0.00041533400821358384,8182,0.688119274350437,5626
ENSG00000119227,PIGZ,Gene Expression,0.010991481376497272,0.0002645455274217223,0.0004154778909155238,3183,0.2588468823137959,2709
ENSG00000064205,CCN5,Gene Expression,0.010987310356936187,0.00024723872261800395,0.00038900700792273714,234,0.024091265573002993,229
ENSG00000136931,NR5A1,Gene Expression,0.010986526187462356,0.00023740310696185318,0.000373824552478756,151,0.01487046258982922,149
ENSG00000274286,ADRA2B,Gene Expression,0.010985028748783066,0.00025757827816241807,0.0004047818671174754,420,0.038948854766569826,407
ENSG00000078403,MLLT10,Gene Expression,0.010982322973867835,0.0002680065955329436,0.00042087703586691795,5450,0.45374607728402105,4202
ENSG00000038532,CLEC16A,Gene Expression,0.01097816115736012,0.0002696625196807467,0.0004234038988626532,11301,0.9261357434404422,6844
ENSG00000143845,ETNK2,Gene Expression,0.010977045049827838,0.0002685482306004072,0.0004216909688640617,1679,0.13852116598412686,1512
ENSG00000172732,MUS81,Gene Expression,0.010976993794317836,0.0002700594213316254,0.00042395340434762296,10439,0.8583122471745522,6555
ENSG00000130962,PRRG1,Gene Expression,0.010975874435057105,0.00027031934975285665,0.00042432458784504967,6772,0.5506609508380639,4936
ENSG00000117560,FASLG,Gene Expression,0.01097066462238406,0.00025281050803349636,0.000397531378440279,210,0.021575812283145392,205
ENSG00000181903,OR4C6,Gene Expression,0.010970258667736557,0.00023665330898792192,0.00037274200573105855,133,0.013625322610316156,130
ENSG00000178814,OPLAH,Gene Expression,0.010967692173647193,0.00027287311806922787,0.0004282960710904168,4378,0.37676654749019683,3516
ENSG00000178602,OTOS,Gene Expression,0.01096639168687339,0.0002592155369289806,0.0004073193787955257,230,0.021196880665735617,222
ENSG00000198324,PHETA1,Gene Expression,0.010963795075699641,0.000273884731548657,0.00042984653994203797,2707,0.22338082855335084,2337
ENSG00000141200,KIF2B,Gene Expression,0.010963057763162306,0.0002467519789177697,0.00038830878828298036,146,0.014724511039643411,145
ENSG00000163517,HDAC11,Gene Expression,0.01096298022486844,0.0002743854786653177,0.0004305950333510184,3227,0.27024055682553816,2734
ENSG00000235034,C19orf81,Gene Expression,0.010962571641950735,0.0002745564838895209,0.00043082597545807675,3395,0.27739666088533044,2837
ENSG00000006530,AGK,Gene Expression,0.010954239474974382,0.00027778052668203657,0.000435733686658366,4839,0.3974399767139242,3838
ENSG00000248712,CCDC153,Gene Expression,0.010953804052349428,0.00027604962876193184,0.0004331313600294674,1103,0.08517034221668401,1035
ENSG00000215277,RNF212B,Gene Expression,0.010953301356901531,0.0002621908458957378,0.0004118513774224191,255,0.023228768170117188,251
ENSG00000119906,SLF2,Gene Expression,0.010945359544608086,0.00028111781713224815,0.0004409303678613361,7377,0.6242395051775528,5303
ENSG00000176715,ACSF3,Gene Expression,0.0109447540933533,0.00028136427816560783,0.0004412786339878802,7383,0.5992870781191102,5245
ENSG00000100319,ZMAT5,Gene Expression,0.010941266171876914,0.00028227253604162783,0.0004426646809352694,3939,0.33825196070616287,3253
ENSG00000103175,WFDC1,Gene Expression,0.010940611309550374,0.0002700417701297919,0.00042395340434762296,369,0.03442578669280008,358
ENSG00000137492,THAP12,Gene Expression,0.010935132319801064,0.0002847954977085454,0.00044658247401681045,6755,0.5483775906732951,4918
ENSG00000144120,TMEM177,Gene Expression,0.010932589129923398,0.0002852795502601424,0.0004473026894872017,3179,0.2549052743948232,2723
ENSG00000100105,PATZ1,Gene Expression,0.010930501726277886,0.00028643320221211077,0.00044907258401480517,6276,0.5247531637698483,4722
ENSG00000169696,ASPSCR1,Gene Expression,0.010928691270090158,0.00028720258345593663,0.0004502007010033243,8222,0.6683849844576626,5644
ENSG00000172548,NIPAL4,Gene Expression,0.010926316773053786,0.0002767343953380408,0.0004341680810422036,351,0.034501039527834634,341
ENSG00000181827,RFX7,Gene Expression,0.010924194956327956,0.00028878867016501886,0.0004526476822702746,6828,0.5587809286794138,4944
ENSG00000071243,ING3,Gene Expression,0.01092267359278602,0.00028921488552047236,0.00045327641308607995,5197,0.4317180921658537,4034
ENSG00000205436,EXOC3L4,Gene Expression,0.01092125965495465,0.0002867786463305322,0.00044957516575970725,953,0.0753351122880173,903
ENSG00000170571,EMB,Gene Expression,0.010914745561890983,0.0002909785084390659,0.0004559218408762992,1828,0.1622623411327346,1646
ENSG00000178342,KCNG2,Gene Expression,0.010913599355577215,0.0002892656644135627,0.0004533166773884358,850,0.07073907911570518,810
ENSG00000100578,KIAA0586,Gene Expression,0.010911191410719034,0.0002935532373939953,0.0004598364496291375,6085,0.49998860158265374,4569
ENSG00000177791,MYOZ1,Gene Expression,0.010907703230233596,0.0002915607848652524,0.00045675496980494585,944,0.07643975960687917,875
ENSG00000215131,C16orf90,Gene Expression,0.010904641932051115,0.0002543254286875296,0.0003998787131008504,128,0.013341158757219125,128
ENSG00000269313,MAGIX,Gene Expression,0.010903345654183926,0.00029065887924573097,0.0004554605228593455,661,0.05700081781981999,636
ENSG00000189046,ALKBH2,Gene Expression,0.01090305412923733,0.0002961122265734417,0.00046380476958699017,3078,0.24625293476058077,2631
ENSG00000124444,ZNF576,Gene Expression,0.010901364791395078,0.00029721105287316973,0.0004653645159761962,5715,0.4675739681390797,4356
ENSG00000173947,PIFO,Gene Expression,0.010897519652711584,0.00029643420107783314,0.0004642688375899599,1102,0.09095565892355463,1033
ENSG00000155636,RBM45,Gene Expression,0.010892101558809486,0.00030084086424264633,0.0004709663469069812,6875,0.5578776905459017,4946
ENSG00000137343,ATAT1,Gene Expression,0.010891349901754468,0.0003010297952947827,0.00047122129179428466,5464,0.45029503683131006,4205
ENSG00000158941,CCAR2,Gene Expression,0.010890126914297747,0.0003016814906056098,0.0004720369634354662,11922,0.9818534121279008,7093
ENSG00000174842,GLMN,Gene Expression,0.010889782746631396,0.00030109080284401735,0.0004712759629754461,3134,0.2623018033767206,2703
ENSG00000177548,RABEP2,Gene Expression,0.010886594504460643,0.00030298048398735844,0.00047402843234631395,7751,0.630225017794341,5394
ENSG00000119688,ABCD4,Gene Expression,0.010879969575060721,0.00030542575760295065,0.0004776887400785697,5999,0.48774419419873116,4488
ENSG00000100023,PPIL2,Gene Expression,0.010879698769526438,0.00030548620011172645,0.00047774192053131253,5259,0.4333013790940731,4096
ENSG00000147536,GINS4,Gene Expression,0.010879443543049778,0.00030319440232795536,0.0004742809848206931,1216,0.0994005058131356,1118
ENSG00000165272,AQP3,Gene Expression,0.010878711214424165,0.00029718669113165674,0.0004653645159761962,512,0.04835770730253478,496
ENSG00000142453,CARM1,Gene Expression,0.010877984081649873,0.0003064056755190947,0.00047913839471696424,13243,1.0796015731637725,7524
ENSG00000157450,RNF111,Gene Expression,0.010874683813251965,0.00030764742238909015,0.00048095529288358455,9538,0.781122932780601,6226
ENSG00000167103,PIP5KL1,Gene Expression,0.010874140672184524,0.0003031848303427509,0.0004742809848206931,898,0.0800926608986472,857
ENSG00000196236,XPNPEP3,Gene Expression,0.010871780768751723,0.00030704242590995356,0.00048009255743916156,1476,0.11966831241402864,1348
ENSG00000186081,KRT5,Gene Expression,0.01086754064406872,0.00030146791866658695,0.00047182536356748026,451,0.04249338681165665,437
ENSG00000100359,SGSM3,Gene Expression,0.010864030775048009,0.0003118122196270612,0.00048742408482060456,8539,0.7144701625076417,5786
ENSG00000099957,P2RX6,Gene Expression,0.01086317395239887,0.0003072716688836685,0.00048040943022055954,684,0.06276087950321953,652
ENSG00000204922,UQCC3,Gene Expression,0.010857541024873438,0.0003142255026209462,0.0004910077008807006,5902,0.49089516802384914,4493
ENSG00000197520,FAM177B,Gene Expression,0.010856543717843422,0.00031205030251935106,0.0004877540584967262,1188,0.10818598201834238,1121
ENSG00000105792,CFAP69,Gene Expression,0.010855842980074602,0.0003142405807174953,0.0004910077008807006,2783,0.22382349066161322,2422
ENSG00000164651,SP8,Gene Expression,0.010854533164676754,0.00029664160756071034,0.00046455340674419094,258,0.026776098144108914,253
ENSG00000144671,SLC22A14,Gene Expression,0.010854450032264004,0.0003016133762558937,0.00047197125621960186,307,0.029539106569186555,302
ENSG00000162881,OXER1,Gene Expression,0.010854422362403327,0.0003138621698259847,0.000490501258137495,1632,0.1343389895160059,1492
ENSG00000157045,NTAN1,Gene Expression,0.01084607356415929,0.00031864599771669333,0.000497848208624551,4408,0.3770468505445928,3578
ENSG00000143258,USP21,Gene Expression,0.010844768961332097,0.00031954211576779024,0.0004992051262154765,9221,0.752153140672933,6071
ENSG00000156222,SLC28A1,Gene Expression,0.010841381588995055,0.00030022662495676755,0.00047004548014416715,275,0.028600718392816533,271
ENSG00000186143,PRR30,Gene Expression,0.010838639763262076,0.0002913975939429214,0.0004565388992417105,184,0.01816020523151245,182
ENSG00000174450,GOLGA6L2,Gene Expression,0.010836769377782877,0.0002772302398628135,0.00043490824831404556,116,0.01247621157073785,116
