Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSG00000197971,MBP,Gene Expression,0.7426958250567705,0.0,0.0,289501,28.500204679762263,10901
ENSG00000170345,FOS,Gene Expression,0.6853917511646819,0.0,0.0,144942,13.615140060141155,11473
ENSG00000115461,IGFBP5,Gene Expression,0.6783835290174078,0.0,0.0,196706,16.73093061293109,11533
ENSG00000145423,SFRP2,Gene Expression,0.665263829161628,0.0,0.0,958330,73.09059773242531,11665
ENSG00000120129,DUSP1,Gene Expression,0.662407771781052,0.0,0.0,223118,18.189593846446336,11621
ENSG00000212907,MT-ND4L,Gene Expression,0.654302807589654,0.0,0.0,775940,67.69271824017092,11708
ENSG00000155850,SLC26A2,Gene Expression,0.6512432489055022,0.0,0.0,896309,67.84505812334183,11665
ENSG00000106809,OGN,Gene Expression,0.6420642824733631,0.0,0.0,654617,51.80652724046878,11648
ENSG00000107317,PTGDS,Gene Expression,0.6242911793195534,0.0,0.0,1820619,142.74499561110392,11709
ENSG00000103888,CEMIP,Gene Expression,0.6070371603243225,0.0,0.0,104101,9.285688133101337,10921
ENSG00000134107,BHLHE40,Gene Expression,0.603142598829933,0.0,0.0,163269,12.469946135805516,11365
ENSG00000131095,GFAP,Gene Expression,0.6020581857185855,0.0,0.0,257060,23.948948388044172,11090
ENSG00000053438,NNAT,Gene Expression,0.6002397247275374,0.0,0.0,5101,0.7767305710955683,1894
ENSG00000123560,PLP1,Gene Expression,0.5981012010106159,0.0,0.0,103282,9.61732452363778,9360
ENSG00000168542,COL3A1,Gene Expression,0.5948575867321224,0.0,0.0,603710,54.78084183403856,11703
ENSG00000142494,SLC47A1,Gene Expression,0.5903553972532188,0.0,0.0,570182,42.93054622418941,11586
ENSG00000124107,SLPI,Gene Expression,0.5885662604819855,0.0,0.0,324867,23.973052022474505,11387
ENSG00000198899,MT-ATP6,Gene Expression,0.585677024178122,0.0,0.0,895853,78.69154403729917,11712
ENSG00000119938,PPP1R3C,Gene Expression,0.5828862112917861,0.0,0.0,146453,10.890793996322728,11140
ENSG00000108821,COL1A1,Gene Expression,0.5828503375013622,0.0,0.0,743844,65.96853510277673,11701
ENSG00000198712,MT-CO2,Gene Expression,0.5826696397027823,0.0,0.0,626363,54.731847796013774,11711
ENSG00000115414,FN1,Gene Expression,0.5805284970315483,0.0,0.0,681704,57.94248675601725,11708
ENSG00000120708,TGFBI,Gene Expression,0.5805027961158343,0.0,0.0,103899,8.925106543522743,11160
ENSG00000120885,CLU,Gene Expression,0.5774153802346319,0.0,0.0,3305226,256.29763409476874,11713
ENSG00000171223,JUNB,Gene Expression,0.5731693673615125,0.0,0.0,122254,11.276636569196198,11539
ENSG00000162998,FRZB,Gene Expression,0.5719642134277789,0.0,0.0,118369,10.547728717870609,11331
ENSG00000026025,VIM,Gene Expression,0.5706918393605062,0.0,0.0,2793466,221.63914111745717,11712
ENSG00000168743,NPNT,Gene Expression,0.57033913732069,0.0,0.0,288143,22.291645435310205,11479
ENSG00000143878,RHOB,Gene Expression,0.5696597888093844,0.0,0.0,236485,20.397867900225442,11684
ENSG00000164692,COL1A2,Gene Expression,0.5656741423293669,0.0,0.0,676840,57.28898469594299,11710
ENSG00000198763,MT-ND2,Gene Expression,0.564183004174136,0.0,0.0,482273,42.9556258966367,11709
ENSG00000166426,CRABP1,Gene Expression,0.5599370893506939,0.0,0.0,426321,32.57546805412591,11606
ENSG00000198886,MT-ND4,Gene Expression,0.5582154737039123,0.0,0.0,839621,73.57002149740656,11712
ENSG00000125740,FOSB,Gene Expression,0.5536592470935056,0.0,0.0,8621,0.9141077894559805,3574
ENSG00000148180,GSN,Gene Expression,0.551981530185478,0.0,0.0,561648,44.857333718730516,11708
ENSG00000172296,SPTLC3,Gene Expression,0.5513889150214328,0.0,0.0,226327,16.956860290571683,11357
ENSG00000189058,APOD,Gene Expression,0.5469119285212768,0.0,0.0,93354,10.449824808428344,10929
ENSG00000096696,DSP,Gene Expression,0.5462208363049312,0.0,0.0,390876,30.162419501648376,11604
ENSG00000181195,PENK,Gene Expression,0.5446618983900139,0.0,0.0,88550,7.566651925306348,10286
ENSG00000132639,SNAP25,Gene Expression,0.5436268230937963,0.0,0.0,44423,4.096545509783394,6510
ENSG00000080493,SLC4A4,Gene Expression,0.5435987625049348,0.0,0.0,295334,22.215130154244747,11529
ENSG00000166086,JAM3,Gene Expression,0.5431350375056965,0.0,0.0,240715,18.797715152150804,11562
ENSG00000168079,SCARA5,Gene Expression,0.5425607221202492,0.0,0.0,269540,21.00895670911437,11525
ENSG00000118523,CCN2,Gene Expression,0.5398141120096376,0.0,0.0,337689,28.03140695593277,11665
ENSG00000198938,MT-CO3,Gene Expression,0.5397444110766519,0.0,0.0,1355461,117.16152465105361,11710
ENSG00000135916,ITM2C,Gene Expression,0.5387696456670747,0.0,0.0,1127504,87.8423305908543,11712
ENSG00000221869,CEBPD,Gene Expression,0.5361341040231399,0.0,0.0,178182,14.718722833353318,11645
ENSG00000091513,TF,Gene Expression,0.5349384595288752,0.0,0.0,40081,3.7731646549918514,6625
ENSG00000133048,CHI3L1,Gene Expression,0.5339190190223998,0.0,0.0,20397,1.9686864472665808,4321
ENSG00000099860,GADD45B,Gene Expression,0.5317169669503158,0.0,0.0,73477,5.778933560415176,10837
ENSG00000204388,HSPA1B,Gene Expression,0.5309798694921564,0.0,0.0,32878,2.784006845729001,8968
ENSG00000034510,TMSB10,Gene Expression,0.5239131988163447,0.0,0.0,474908,39.672498216789094,11707
ENSG00000110092,CCND1,Gene Expression,0.5234195599827047,0.0,0.0,247827,20.061074203321322,11590
ENSG00000134531,EMP1,Gene Expression,0.5226086331735527,0.0,0.0,178106,14.512520815627585,11504
ENSG00000105894,PTN,Gene Expression,0.5208932022477273,0.0,0.0,36919,3.9611928682644786,9605
ENSG00000198695,MT-ND6,Gene Expression,0.5202752040444338,0.0,0.0,233791,21.32173764144295,11707
ENSG00000198888,MT-ND1,Gene Expression,0.5181702996489901,0.0,0.0,276802,24.84299352181493,11708
ENSG00000197614,MFAP5,Gene Expression,0.5133577687811239,0.0,0.0,14909,1.3116653627466768,6099
ENSG00000187720,THSD4,Gene Expression,0.512318390092916,0.0,0.0,251198,19.36247795478218,11533
ENSG00000133110,POSTN,Gene Expression,0.508255851110177,0.0,0.0,18220,1.7700372095581252,4503
ENSG00000185633,NDUFA4L2,Gene Expression,0.5075839218728038,0.0,0.0,187385,14.963428006436143,11479
ENSG00000112715,VEGFA,Gene Expression,0.5055042268488579,0.0,0.0,79954,6.178000065435121,10213
ENSG00000119681,LTBP2,Gene Expression,0.5053333028786315,0.0,0.0,240098,19.39277976000697,11565
ENSG00000128016,ZFP36,Gene Expression,0.5047407623783321,0.0,0.0,69223,6.2582125173451,11141
ENSG00000127528,KLF2,Gene Expression,0.5041256833358412,0.0,0.0,126638,10.365811051289425,11421
ENSG00000265972,TXNIP,Gene Expression,0.5035682864000753,0.0,0.0,415052,32.99590004635079,11693
ENSG00000116690,PRG4,Gene Expression,0.5027381429434181,0.0,0.0,33904,3.0401350944146635,7107
ENSG00000119630,PGF,Gene Expression,0.5022144731450664,0.0,0.0,97967,7.744065643371241,11074
ENSG00000120738,EGR1,Gene Expression,0.5012121021986202,0.0,0.0,24428,2.594913065314984,7462
ENSG00000047457,CP,Gene Expression,0.4984598630684165,0.0,0.0,2038,0.2913458023034137,1203
ENSG00000123358,NR4A1,Gene Expression,0.4981493652389151,0.0,0.0,18264,2.013565062977714,6810
ENSG00000113140,SPARC,Gene Expression,0.49351141077670346,0.0,0.0,387358,34.9271995420279,11705
ENSG00000198727,MT-CYB,Gene Expression,0.4924723597688486,0.0,0.0,760185,67.12906994852435,11709
ENSG00000167779,IGFBP6,Gene Expression,0.4915465756614077,0.0,0.0,123240,9.594583555794603,11195
ENSG00000155011,DKK2,Gene Expression,0.49073191359800783,0.0,0.0,18248,1.6036050692596506,6940
ENSG00000163520,FBLN2,Gene Expression,0.4898183067048811,0.0,0.0,7007,0.8179272202359344,2980
ENSG00000127951,FGL2,Gene Expression,0.48911564383370026,0.0,0.0,161616,12.806501002841513,11470
ENSG00000112936,C7,Gene Expression,0.4890912223438247,0.0,0.0,6889,0.7745617817515674,3433
ENSG00000164879,CA3,Gene Expression,0.48770565213771533,0.0,0.0,34018,2.490487505406118,7954
ENSG00000168229,PTGDR,Gene Expression,0.48735507233407055,0.0,0.0,139647,10.732665111449556,11206
ENSG00000142871,CCN1,Gene Expression,0.48623359712162806,0.0,0.0,50019,4.50900529237594,10157
ENSG00000154146,NRGN,Gene Expression,0.48619646232858627,0.0,0.0,20796,1.9197905400395585,5142
ENSG00000197747,S100A10,Gene Expression,0.48338458659253336,0.0,0.0,262946,20.386529689214818,11574
ENSG00000164303,ENPP6,Gene Expression,0.4829963152582029,0.0,0.0,147795,11.146876788662292,11256
ENSG00000177606,JUN,Gene Expression,0.47788316529532116,0.0,0.0,67119,6.094780414772955,11247
ENSG00000117525,F3,Gene Expression,0.47625187528126706,0.0,0.0,162733,13.849141158064782,11578
ENSG00000131016,AKAP12,Gene Expression,0.4755247307813406,0.0,0.0,345974,27.1556031192908,11666
ENSG00000176692,FOXC2,Gene Expression,0.4737956545253977,0.0,0.0,166584,13.063006866415936,11368
ENSG00000000971,CFH,Gene Expression,0.47196973040492196,0.0,0.0,83704,7.563946487458847,11231
ENSG00000125968,ID1,Gene Expression,0.4711041966024487,0.0,0.0,281289,22.253386369691555,11635
ENSG00000167644,C19orf33,Gene Expression,0.46905663628207506,0.0,0.0,136198,10.409974702214498,11224
ENSG00000116016,EPAS1,Gene Expression,0.46821062380013223,0.0,0.0,314870,24.54976407796666,11650
ENSG00000130203,APOE,Gene Expression,0.46510140389584453,0.0,0.0,324727,27.47414508700792,11708
ENSG00000135821,GLUL,Gene Expression,0.4635410222737333,0.0,0.0,196635,16.687814432289994,11662
ENSG00000163453,IGFBP7,Gene Expression,0.4614261542780563,0.0,0.0,109639,10.018877744224863,11196
ENSG00000136842,TMOD1,Gene Expression,0.4600120925341135,0.0,0.0,149236,11.409284105878127,11321
ENSG00000198786,MT-ND5,Gene Expression,0.4578949045778372,0.0,0.0,218863,19.850815009995824,11704
ENSG00000196136,SERPINA3,Gene Expression,0.4574427787969061,0.0,0.0,26543,2.4104577088147723,6343
ENSG00000104419,NDRG1,Gene Expression,0.45438616782206226,0.0,0.0,164300,12.948827403049357,11471
ENSG00000156113,KCNMA1,Gene Expression,0.45097126577733415,0.0,0.0,195428,15.00782876888515,11538
ENSG00000182718,ANXA2,Gene Expression,0.4497406705694579,0.0,0.0,327292,25.65950542424887,11655
ENSG00000112419,PHACTR2,Gene Expression,0.4493670942584136,0.0,0.0,177497,13.672023116998508,11500
ENSG00000134294,SLC38A2,Gene Expression,0.44922233530101674,0.0,0.0,227048,17.656267408182668,11624
ENSG00000090104,RGS1,Gene Expression,0.4465415861412307,0.0,0.0,45914,3.6786569431813922,10091
ENSG00000196562,SULF2,Gene Expression,0.4451290156834366,0.0,0.0,173467,13.846776011462632,11505
ENSG00000143320,CRABP2,Gene Expression,0.44489685372716375,0.0,0.0,210331,16.353391401122735,11528
ENSG00000105409,ATP1A3,Gene Expression,0.44407048036550206,0.0,0.0,19005,1.6974677611651423,4793
ENSG00000049540,ELN,Gene Expression,0.44283756575085254,0.0,0.0,102546,8.779615518702192,11122
ENSG00000168314,MOBP,Gene Expression,0.44222887230106656,0.0,0.0,11818,1.1467170743805903,4767
ENSG00000148671,ADIRF,Gene Expression,0.44069454993754104,0.0,0.0,102696,8.026011129159873,11227
ENSG00000164116,GUCY1A1,Gene Expression,0.44056598153865617,0.0,0.0,110838,8.812900633645002,11305
ENSG00000078295,ADCY2,Gene Expression,0.43810770107835056,0.0,0.0,8688,0.7707776291534567,4499
ENSG00000198840,MT-ND3,Gene Expression,0.43736094668950054,0.0,0.0,272052,24.252161005585837,11701
ENSG00000060138,YBX3,Gene Expression,0.4358219708989005,0.0,0.0,191277,15.181362339990173,11568
ENSG00000109846,CRYAB,Gene Expression,0.4338346202980032,0.0,0.0,174077,14.682072755812515,11550
ENSG00000112175,BMP5,Gene Expression,0.431438637761593,0.0,0.0,84609,6.6729010124067125,11021
ENSG00000111341,MGP,Gene Expression,0.4313832473438516,0.0,0.0,182979,16.255176346859457,11661
ENSG00000129538,RNASE1,Gene Expression,0.43118321622721556,0.0,0.0,37786,4.093086055226025,9574
ENSG00000155760,FZD7,Gene Expression,0.430129532001072,0.0,0.0,31807,2.6752441782051974,9288
ENSG00000116678,LEPR,Gene Expression,0.4298477336879992,0.0,0.0,123748,9.66636908608061,11292
ENSG00000019582,CD74,Gene Expression,0.4291920763867065,0.0,0.0,419568,36.633684669761266,11705
ENSG00000115457,IGFBP2,Gene Expression,0.4285504471088592,0.0,0.0,125784,10.59961136839719,11583
ENSG00000142173,COL6A2,Gene Expression,0.42853208862263464,0.0,0.0,325253,26.131188241747772,11666
ENSG00000104332,SFRP1,Gene Expression,0.4283861454733651,0.0,0.0,61266,4.5837094293569285,10221
ENSG00000130558,OLFM1,Gene Expression,0.4267534358458546,0.0,0.0,17391,1.5883431337447025,5310
ENSG00000163032,VSNL1,Gene Expression,0.42468014915788654,0.0,0.0,12635,1.1480416376013487,3884
ENSG00000136068,FLNB,Gene Expression,0.42444644980887725,0.0,0.0,175578,13.672712080249939,11478
ENSG00000155980,KIF5A,Gene Expression,0.4218292451334607,0.0,0.0,11035,1.0921030084623724,4382
ENSG00000101856,PGRMC1,Gene Expression,0.4212033177614825,0.0,0.0,174918,13.545946364960667,11591
ENSG00000126709,IFI6,Gene Expression,0.4208621926331749,0.0,0.0,54191,4.6234914197018515,10690
ENSG00000126778,SIX1,Gene Expression,0.4206417689826289,0.0,0.0,113630,8.729084612452295,11133
ENSG00000121742,GJB6,Gene Expression,0.4205308861686154,0.0,0.0,81440,6.085192175472926,10639
ENSG00000169429,CXCL8,Gene Expression,0.41890788332419765,0.0,0.0,1008,0.1476117096852062,491
ENSG00000137573,SULF1,Gene Expression,0.41734606667807767,0.0,0.0,56375,4.372688274008436,10387
ENSG00000114315,HES1,Gene Expression,0.4157553262928048,0.0,0.0,94197,7.329832853914532,11192
ENSG00000100234,TIMP3,Gene Expression,0.4139692064802971,0.0,0.0,149848,12.39283886823424,11621
ENSG00000147588,PMP2,Gene Expression,0.41238853418492555,0.0,0.0,11059,1.0465891905306783,4549
ENSG00000178031,ADAMTSL1,Gene Expression,0.41149550730979234,0.0,0.0,47334,3.4772187931225496,9837
ENSG00000109472,CPE,Gene Expression,0.41077578125822595,0.0,0.0,178760,14.106951398289034,11635
ENSG00000099822,HCN2,Gene Expression,0.4093441638731943,0.0,0.0,12557,1.2099344525844555,4865
ENSG00000143850,PLEKHA6,Gene Expression,0.408815736853398,0.0,0.0,129450,10.080894040821388,11345
ENSG00000038427,VCAN,Gene Expression,0.4083612447477735,0.0,0.0,45370,3.560959472934041,9574
ENSG00000011465,DCN,Gene Expression,0.40751100726306805,0.0,0.0,322103,27.65742233170476,11700
ENSG00000084234,APLP2,Gene Expression,0.4066684780932143,0.0,0.0,360244,28.10820326629508,11684
ENSG00000130522,JUND,Gene Expression,0.40517996618475866,0.0,0.0,111422,9.376829378849596,11581
ENSG00000101210,EEF1A2,Gene Expression,0.4042023648905211,0.0,0.0,12544,1.151055157470034,4352
ENSG00000250722,SELENOP,Gene Expression,0.4040821952723954,0.0,0.0,43765,4.372081689347769,10136
ENSG00000171885,AQP4,Gene Expression,0.4038276175999268,0.0,0.0,18639,1.6933469053298975,5450
ENSG00000119508,NR4A3,Gene Expression,0.4029621955511189,0.0,0.0,3077,0.36330653148140324,2100
ENSG00000136999,CCN3,Gene Expression,0.40240241050231157,0.0,0.0,17590,1.5260447678269455,7129
ENSG00000110047,EHD1,Gene Expression,0.40223606013004,0.0,0.0,125807,9.769739680475745,11356
ENSG00000100604,CHGA,Gene Expression,0.40216714115720376,0.0,0.0,6304,0.6102671193770863,2731
ENSG00000020577,SAMD4A,Gene Expression,0.4011303067210695,0.0,0.0,129134,10.249908020001524,11361
ENSG00000107518,ATRNL1,Gene Expression,0.4009854246977647,0.0,0.0,11610,1.1038801855882134,4536
ENSG00000182107,TMEM30B,Gene Expression,0.3975096927783241,0.0,0.0,52872,4.189718287102438,10406
ENSG00000092758,COL9A3,Gene Expression,0.39680265486617494,0.0,0.0,119658,9.424173234936232,11280
ENSG00000163359,COL6A3,Gene Expression,0.39391250050364496,0.0,0.0,38914,3.711813494202339,9665
ENSG00000103034,NDRG4,Gene Expression,0.39376942113546887,0.0,0.0,12754,1.1475866374349724,4318
ENSG00000168280,KIF5C,Gene Expression,0.3937119793801213,0.0,0.0,13833,1.3144451248370415,5210
ENSG00000205542,TMSB4X,Gene Expression,0.39273722877174005,0.0,0.0,737776,60.53540821915972,11713
ENSG00000104435,STMN2,Gene Expression,0.39194380532996237,0.0,0.0,10670,0.9668157007859878,3893
ENSG00000188338,SLC38A3,Gene Expression,0.39126694179040633,0.0,0.0,5967,0.5492507454216023,3454
ENSG00000157514,TSC22D3,Gene Expression,0.39109868360366756,0.0,0.0,136762,11.27417243111092,11621
ENSG00000108551,RASD1,Gene Expression,0.39096908609175973,0.0,0.0,4738,0.5609353287063221,2840
ENSG00000077942,FBLN1,Gene Expression,0.39057131406181,0.0,0.0,7889,0.8928580602033832,3924
ENSG00000124102,PI3,Gene Expression,0.3905480442896005,0.0,0.0,3720,0.26468397509746283,954
ENSG00000121905,HPCA,Gene Expression,0.3904346522065925,0.0,0.0,4324,0.43480167023859684,2201
ENSG00000186352,ANKRD37,Gene Expression,0.38998823604162536,0.0,0.0,15174,1.1976487556897069,6405
ENSG00000148926,ADM,Gene Expression,0.3898659303343402,0.0,0.0,24696,1.9080009481738212,7627
ENSG00000164764,SBSPON,Gene Expression,0.3896318114290024,0.0,0.0,78968,6.06594578212701,10831
ENSG00000102003,SYP,Gene Expression,0.388861847750305,0.0,0.0,10615,0.9801266669882831,3862
ENSG00000182379,NXPH4,Gene Expression,0.3870599910783805,0.0,0.0,22176,1.7762300819593646,7919
ENSG00000123384,LRP1,Gene Expression,0.38641323968018815,0.0,0.0,265576,21.021532750356354,11657
ENSG00000130294,KIF1A,Gene Expression,0.38630104035730245,0.0,0.0,11657,1.0945495098261264,4758
ENSG00000160307,S100B,Gene Expression,0.3859496770812814,0.0,0.0,51327,4.46523525742792,9986
ENSG00000205279,CTXN3,Gene Expression,0.3859002102893524,0.0,0.0,59467,4.445162328813811,10384
ENSG00000154175,ABI3BP,Gene Expression,0.3848954011911296,0.0,0.0,23790,2.128711920114286,8667
ENSG00000010278,CD9,Gene Expression,0.38420949995628906,0.0,0.0,132614,10.22364500004574,11445
ENSG00000166165,CKB,Gene Expression,0.3835493272582533,0.0,0.0,31943,2.8723771188298404,9123
ENSG00000134817,APLNR,Gene Expression,0.3835465312986233,0.0,0.0,8095,0.7602234562492898,3544
ENSG00000115596,WNT6,Gene Expression,0.3802239631853008,0.0,0.0,85825,6.770110488119054,11006
ENSG00000176046,NUPR1,Gene Expression,0.37960444356959994,0.0,0.0,12803,1.2104150409669676,5879
ENSG00000127585,FBXL16,Gene Expression,0.3790884644167956,0.0,0.0,6776,0.6552880872497847,3196
ENSG00000204866,IGFL2,Gene Expression,0.3771570555037125,0.0,0.0,3302,0.34598063352404246,1473
ENSG00000153234,NR4A2,Gene Expression,0.37636977211544037,0.0,0.0,3400,0.3634868970520214,2283
ENSG00000130595,TNNT3,Gene Expression,0.37562222444039206,0.0,0.0,32207,2.4038605929118106,8412
ENSG00000139970,RTN1,Gene Expression,0.37426916338299604,0.0,0.0,15624,1.4600059723433572,5802
ENSG00000185650,ZFP36L1,Gene Expression,0.3731059656861641,0.0,0.0,46250,3.9978792880672307,10728
ENSG00000125462,C1orf61,Gene Expression,0.3729751701772004,0.0,0.0,16330,1.493399132582645,5423
ENSG00000118785,SPP1,Gene Expression,0.37294779643179293,0.0,0.0,86633,7.301275516060985,10975
ENSG00000165084,C8orf34,Gene Expression,0.3724059225288847,0.0,0.0,22124,1.6622572783105118,7715
ENSG00000175274,TP53I11,Gene Expression,0.37232324375195686,0.0,0.0,15312,1.3260996183374016,6982
ENSG00000127083,OMD,Gene Expression,0.37229832102646393,0.0,0.0,82328,6.67848810447787,11086
ENSG00000131873,CHSY1,Gene Expression,0.37204187936172095,0.0,0.0,84457,6.585120397143589,11149
ENSG00000184557,SOCS3,Gene Expression,0.37168761944590706,0.0,0.0,14040,1.336343167410653,6272
ENSG00000114638,UPK1B,Gene Expression,0.37056088463050957,0.0,0.0,35283,2.6768605430875483,9128
ENSG00000133800,LYVE1,Gene Expression,0.3693998828767195,0.0,0.0,1197,0.16017836925555204,916
ENSG00000008056,SYN1,Gene Expression,0.36913273733364593,0.0,0.0,7742,0.712479136911819,3479
ENSG00000046653,GPM6B,Gene Expression,0.36911284284087537,0.0,0.0,14752,1.3457137942372979,5367
ENSG00000173848,NET1,Gene Expression,0.3689431869426217,0.0,0.0,91842,7.227632182866091,11210
ENSG00000164932,CTHRC1,Gene Expression,0.3681008068523685,0.0,0.0,13441,1.3114654390648564,5603
ENSG00000124942,AHNAK,Gene Expression,0.3669995599848162,0.0,0.0,260007,20.987336279728368,11673
ENSG00000114861,FOXP1,Gene Expression,0.366377190104025,0.0,0.0,138927,10.703687588146428,11473
ENSG00000067715,SYT1,Gene Expression,0.36581262372111895,0.0,0.0,8883,0.8226195590166189,3570
ENSG00000064886,CHI3L2,Gene Expression,0.3657647340397098,0.0,0.0,3525,0.29578865704221924,1596
ENSG00000187498,COL4A1,Gene Expression,0.36502594749759654,0.0,0.0,36504,3.470915766654184,8791
ENSG00000116741,RGS2,Gene Expression,0.36441450402571884,0.0,0.0,6595,0.6338897267171102,3635
ENSG00000186340,THBS2,Gene Expression,0.36372132449799505,0.0,0.0,17473,1.713583781371593,6722
ENSG00000139329,LUM,Gene Expression,0.36360359414560595,0.0,0.0,40853,3.7499513997378977,9479
ENSG00000154380,ENAH,Gene Expression,0.36256043978408714,0.0,0.0,148344,11.664846464997105,11543
ENSG00000275395,FCGBP,Gene Expression,0.3622626333490812,0.0,0.0,116069,9.345269016262353,11447
ENSG00000134871,COL4A2,Gene Expression,0.36167182866018044,0.0,0.0,32061,3.101903433930278,8769
ENSG00000134569,LRP4,Gene Expression,0.3613689933999707,0.0,0.0,53655,4.161353054928318,10182
ENSG00000021300,PLEKHB1,Gene Expression,0.36134876074836786,0.0,0.0,15974,1.5079380645328375,5935
ENSG00000186832,KRT16,Gene Expression,0.3603484329344928,0.0,0.0,6762,0.533107725409559,2256
ENSG00000159388,BTG2,Gene Expression,0.36022932832778704,0.0,0.0,75722,6.568893767854234,11420
ENSG00000182534,MXRA7,Gene Expression,0.3599932666974394,0.0,0.0,156729,12.442250211702182,11544
ENSG00000214402,LCNL1,Gene Expression,0.3595674535845916,0.0,0.0,54049,4.191216810881338,10303
ENSG00000149591,TAGLN,Gene Expression,0.3591192025896981,0.0,0.0,115268,10.073754734301245,11582
ENSG00000145147,SLIT2,Gene Expression,0.3586737648586892,0.0,0.0,49898,3.9211930003573072,10406
ENSG00000082641,NFE2L1,Gene Expression,0.35824452931787165,0.0,0.0,210818,16.748580142276758,11611
ENSG00000111275,ALDH2,Gene Expression,0.35819423310952464,0.0,0.0,138767,10.820352512396875,11511
ENSG00000105290,APLP1,Gene Expression,0.3579960456963403,0.0,0.0,20023,1.793873267245781,7289
ENSG00000143248,RGS5,Gene Expression,0.3578753652856981,0.0,0.0,133480,11.045808358541992,11450
ENSG00000150625,GPM6A,Gene Expression,0.3577767573854432,0.0,0.0,9371,0.8687381361016498,3945
ENSG00000204628,RACK1,Gene Expression,0.35748996754596607,0.0,0.0,102836,8.138064708351306,11409
ENSG00000018625,ATP1A2,Gene Expression,0.3571721157329243,0.0,0.0,16084,1.6489996605501898,6582
ENSG00000277586,NEFL,Gene Expression,0.354971365461413,0.0,0.0,8252,0.7537724031639981,3670
ENSG00000166292,TMEM100,Gene Expression,0.3546674170091371,0.0,0.0,41035,3.2357287590061956,10016
ENSG00000106511,MEOX2,Gene Expression,0.35337864222868776,0.0,0.0,57075,4.356913637835017,10484
ENSG00000054598,FOXC1,Gene Expression,0.3507142370180486,0.0,0.0,145370,11.430570997934112,11476
ENSG00000180616,SSTR2,Gene Expression,0.3504604084725511,0.0,0.0,58711,4.5798526542890565,10472
ENSG00000130635,COL5A1,Gene Expression,0.3502768532721995,0.0,0.0,74860,6.435810265745774,11279
ENSG00000136826,KLF4,Gene Expression,0.34983387850370445,0.0,0.0,38192,3.0727084133102087,9863
ENSG00000125378,BMP4,Gene Expression,0.34958766050509643,0.0,0.0,66694,4.948262516586037,10634
ENSG00000113083,LOX,Gene Expression,0.34941300466401143,0.0,0.0,32913,2.61238015311068,9200
ENSG00000130287,NCAN,Gene Expression,0.3489729087946818,0.0,0.0,18712,1.6599162014529798,5499
ENSG00000102554,KLF5,Gene Expression,0.34730643081235246,0.0,0.0,71864,5.629163900573976,10880
ENSG00000204936,CD177,Gene Expression,0.34700736075654176,0.0,0.0,19801,1.4908445062481173,7134
ENSG00000074317,SNCB,Gene Expression,0.3468981593588214,0.0,0.0,6093,0.5525449327309269,2745
ENSG00000144810,COL8A1,Gene Expression,0.34624089342619263,0.0,0.0,33108,2.659594362967259,9062
ENSG00000006128,TAC1,Gene Expression,0.34623790506282226,0.0,0.0,4573,0.45263865023022143,2044
ENSG00000106976,DNM1,Gene Expression,0.3452911343505664,0.0,0.0,9074,0.8408921087130203,3914
ENSG00000099204,ABLIM1,Gene Expression,0.3452424877309732,0.0,0.0,97307,7.573016323409247,11277
ENSG00000121858,TNFSF10,Gene Expression,0.344940311224233,0.0,0.0,13923,1.1853165554550311,6508
ENSG00000154856,APCDD1,Gene Expression,0.34416559048261053,0.0,0.0,34877,2.5505434152957283,9093
ENSG00000078596,ITM2A,Gene Expression,0.3439744824899121,0.0,0.0,128537,10.270913476840073,11479
ENSG00000125730,C3,Gene Expression,0.3439662765330741,0.0,0.0,113355,9.621437188418158,11507
ENSG00000135472,FAIM2,Gene Expression,0.3438444721015059,0.0,0.0,7213,0.6655869127031468,3327
ENSG00000184113,CLDN5,Gene Expression,0.34303852781606614,0.0,0.0,20204,2.067139309623088,7175
ENSG00000176845,METRNL,Gene Expression,0.34269660326937024,0.0,0.0,79288,6.560297777206236,11301
ENSG00000184009,ACTG1,Gene Expression,0.3424571048413952,0.0,0.0,248500,19.48747288320479,11644
ENSG00000164038,SLC9B2,Gene Expression,0.34082918344726293,0.0,0.0,67890,5.19499981689626,10836
ENSG00000145920,CPLX2,Gene Expression,0.34034934044037574,0.0,0.0,5119,0.4889967864997676,2585
ENSG00000087086,FTL,Gene Expression,0.34025264701159963,0.0,0.0,170129,14.389254728570583,11654
ENSG00000196159,FAT4,Gene Expression,0.3401978493240964,0.0,0.0,66350,4.964762619989855,10712
ENSG00000137285,TUBB2B,Gene Expression,0.3396751013287168,0.0,0.0,14062,1.2857447054280462,5437
ENSG00000155313,USP25,Gene Expression,0.3393109296184029,0.0,0.0,113783,8.850112458989527,11372
ENSG00000102265,TIMP1,Gene Expression,0.33865220195232154,0.0,0.0,139557,11.742607504731284,11642
ENSG00000163815,CLEC3B,Gene Expression,0.3375821658796013,0.0,0.0,29037,2.271429174393112,8893
ENSG00000168309,FAM107A,Gene Expression,0.3374248995453573,0.0,0.0,26461,2.498462900834662,9122
ENSG00000100448,CTSG,Gene Expression,0.33596835341131936,0.0,0.0,385,0.06741231007328816,291
ENSG00000137166,FOXP4,Gene Expression,0.3359187121876056,0.0,0.0,76203,6.008443872894014,11016
